CNN,STREET,ST_TYPE,STREET_GC,FROM_ST,TO_ST,SPEEDLIMIT,SCHOOLZONE,SCHOOLZONE_LIMIT,MTAB_DATE,MTAB_MOTION,MTAB_RESO_TEXT,STATUS,WORKORDER,shape
7925000,LA SALLE,AVE,,KIRKWOOD AVE,EARL ST,0,,,,,,,,"LINESTRING (-122.37222056431237 37.72777901324192, -122.37244912530237 37.72756900327592, -122.37311544520486 37.727550008326, -122.37367051008327 37.72788389633883, -122.37375291105747 37.728000520335186)"
7931202,LA SALLE,AVE,,LINDSAY CIR,CASHMERE ST,0,,,,,,,,"LINESTRING (-122.38605399541724 37.734928193658796, -122.38628340435571 37.73516374465608, -122.38654906329587 37.735338110661054, -122.38701625819367 37.735618122671966, -122.38716241016728 37.7356566646794)"
7926000,LA SALLE,AVE,,INGALLS ST,WHITFIELD CT,0,,,,,,,,"LINESTRING (-122.38142618361204 37.73057677468115, -122.38141807858011 37.73086348165684, -122.38150786154443 37.73105628664752, -122.38159493851832 37.731169717644455)"
7927000,LA SALLE,AVE,,WHITFIELD CT,OSCEOLA DR,0,,,,,,,,"LINESTRING (-122.38159493851832 37.731169717644455, -122.38170927948403 37.731318662640476, -122.38193535242647 37.73152419263997)"
7929000,LA SALLE,AVE,,OSCEOLA DR,GARLINGTON CT,0,,,,,,,,"LINESTRING (-122.38379004704451 37.7324290807003, -122.3842662469481 37.73264695971696)"
7933000,LA SALLE,AVE,,MENDELL ST,03RD ST,0,,,,,,,,"LINESTRING (-122.38863976485148 37.73647787771924, -122.38985125559094 37.73716458875081)"
7928000,LA SALLE,AVE,,OSCEOLA DR,OSCEOLA DR,0,,,,,,,,"LINESTRING (-122.38193535242647 37.73152419263997, -122.38237104632616 37.731828637646544, -122.38282229723353 37.73204581266146, -122.38335605012993 37.73225165468334, -122.38379004704451 37.7324290807003)"
7932201,LA SALLE,AVE,,CASHMERE ST,MENDELL ST,0,,,,,,,,"LINESTRING (-122.38716241016728 37.7356566646794, -122.38724015414537 37.735745778677696, -122.38851578487095 37.73646972071091, -122.38863976485148 37.73647787771924)"
7931102,LA SALLE,AVE,,NEWCOMB AVE,LAS VILLAS CT,0,,,,,,,,"LINESTRING (-122.38498833379171 37.733065878735005, -122.38511544476458 37.73313647673842, -122.3854046436882 37.73342349273578, -122.38572053758361 37.7339196987178, -122.38574227957302 37.73398344271417)"
7937000,LAFAYETTE,ST,,MINNA ST,NATOMA ST,0,,,,,,,,"LINESTRING (-122.41743788930526 37.773129988797606, -122.41689961142258 37.77281158878454)"
7938000,LAFAYETTE,ST,,NATOMA ST,HOWARD ST,0,,,,,,,,"LINESTRING (-122.41689961142258 37.77281158878454, -122.41629038255539 37.772451214769696)"
7936000,LAFAYETTE,ST,,MISSION ST,MINNA ST,0,,,,,,,,"LINESTRING (-122.41801701817938 37.77346947581195, -122.41743788930526 37.773129988797606)"
7961000,LAGUNA,ST,,ELLIS ST,CLEARY CT,0,,,,,,,,"LINESTRING (-122.42757110764902 37.7829811037269, -122.42776565351107 37.783919790663916)"
7964000,LAGUNA,ST,,POST ST,HEMLOCK ST,0,,,,,,,,"LINESTRING (-122.42813496824013 37.78577954453787, -122.42822827917259 37.786241632506666)"
7971000,LAGUNA,ST,,CLAY ST,WASHINGTON ST,0,,,,,,,,"LINESTRING (-122.42925659842803 37.79133369216304, -122.42943397329962 37.79221195310375)"
7980000,LAGUNA,ST,,HARRIS PL,GREENWICH ST,0,,,,,,,,"LINESTRING (-122.43080766130525 37.79900832364536, -122.43092190322248 37.79957404160723)"
7974000,LAGUNA,ST,,PACIFIC AVE,BROADWAY,0,,,,,,,,"LINESTRING (-122.42979076404195 37.793972300985075, -122.42997605790775 37.794889991923135)"
7940000,LAGUNA,ST,,HERMANN ST,WALLER ST,0,,,,,,,,"LINESTRING (-122.42512229241963 37.77086360154525, -122.42530926728432 37.77179040348265)"
7942000,LAGUNA,ST,,HAIGHT ST,ROSE ST,0,,,,,,,,"LINESTRING (-122.42549884014718 37.77272936841919, -122.4255929410791 37.773195446387696)"
7944000,LAGUNA,ST,,PAGE ST,LILY ST,0,,,,,,,,"LINESTRING (-122.42568699401107 37.773661286356216, -122.42578109694298 37.774127364324706)"
7959000,LAGUNA,ST,,EDDY ST,WILLOW ST,0,,,,,,,,"LINESTRING (-122.42738317978483 37.7820519947896, -122.42747744871669 37.782518053758146)"
7956000,LAGUNA,ST,,REDWOOD ST,GOLDEN GATE AVE,0,,,,,,,,"LINESTRING (-122.42688633414278 37.779605759954606, -122.42700353905774 37.78018808591525)"
7957000,LAGUNA,ST,,GOLDEN GATE AVE,TURK ST,0,,,,,,,,"LINESTRING (-122.42700353905774 37.78018808591525, -122.42718953892275 37.781112182852816)"
7955000,LAGUNA,ST,,MCALLISTER ST,REDWOOD ST,0,,,,,,,,"LINESTRING (-122.42681533919425 37.77925302697843, -122.42688633414278 37.779605759954606)"
7954000,LAGUNA,ST,,FULTON ST,MCALLISTER ST,0,,,,,,,,"LINESTRING (-122.42662828233001 37.778323620041256, -122.42681533919425 37.77925302697843)"
7950000,LAGUNA,ST,,HAYES ST,IVY ST,0,,,,,,,,"LINESTRING (-122.42625012860262 37.776459362167046, -122.42634581753427 37.776925240135675)"
7941000,LAGUNA,ST,,WALLER ST,HAIGHT ST,0,,,,,,,,"LINESTRING (-122.42530926728432 37.77179040348265, -122.42549884014718 37.77272936841919)"
7979000,LAGUNA,ST,,FILBERT ST,HARRIS PL,0,,,,,,,,"LINESTRING (-122.43073396835867 37.798643393669984, -122.43080766130525 37.79900832364536)"
7947000,LAGUNA,ST,,HICKORY ST,FELL ST,0,,,,,,,,"LINESTRING (-122.42596627080904 37.775044488262765, -122.4260571077404 37.77551960223028)"
7973000,LAGUNA,ST,,JACKSON ST,PACIFIC AVE,0,,,,,,,,"LINESTRING (-122.42961202317068 37.79309353104429, -122.42979076404195 37.793972300985075)"
7972000,LAGUNA,ST,,WASHINGTON ST,JACKSON ST,0,,,,,,,,"LINESTRING (-122.42943397329962 37.79221195310375, -122.42961202317068 37.79309353104429)"
7960000,LAGUNA,ST,,WILLOW ST,ELLIS ST,0,,,,,,,,"LINESTRING (-122.42747744871669 37.782518053758146, -122.42757110764902 37.7829811037269)"
7965000,LAGUNA,ST,,HEMLOCK ST,SUTTER ST,0,,,,,,,,"LINESTRING (-122.42822827917259 37.786241632506666, -122.42832239510449 37.786707711475245)"
7975000,LAGUNA,ST,,BROADWAY,VALLEJO ST,0,,,,,,,,"LINESTRING (-122.42997605790775 37.794889991923135, -122.43016961376752 37.795848571858514)"
7976000,LAGUNA,ST,,VALLEJO ST,GREEN ST,0,,,,,,,,"LINESTRING (-122.43016961376752 37.795848571858514, -122.4303573506315 37.7967783167958)"
7977000,LAGUNA,ST,,GREEN ST,UNION ST,0,,,,,,,,"LINESTRING (-122.4303573506315 37.7967783167958, -122.43054574049502 37.79771126773285)"
7946002,LAGUNA,ST,,OAK ST,HICKORY ST,0,,,,,,,,"LINESTRING (-122.42587528187484 37.774593841293246, -122.42596627080904 37.775044488262765)"
7953000,LAGUNA,ST,,BIRCH ST,FULTON ST,0,,,,,,,,"LINESTRING (-122.42653446939805 37.777857503072795, -122.42662828233001 37.778323620041256)"
7943000,LAGUNA,ST,,ROSE ST,PAGE ST,0,,,,,,,,"LINESTRING (-122.4255929410791 37.773195446387696, -122.42568699401107 37.773661286356216)"
7966000,LAGUNA,ST,,SUTTER ST,BUSH ST,0,,,,,,,,"LINESTRING (-122.42832239510449 37.786707711475245, -122.4285117929673 37.787645617411926)"
7951000,LAGUNA,ST,,IVY ST,GROVE ST,0,,,,,,,,"LINESTRING (-122.42634581753427 37.776925240135675, -122.42643902246729 37.77738325110484)"
7967000,LAGUNA,ST,,BUSH ST,PINE ST,0,,,,,,,,"LINESTRING (-122.4285117929673 37.787645617411926, -122.42869889283186 37.78857212334939)"
7962000,LAGUNA,ST,,CLEARY CT,GEARY BLVD,0,,,,,,,,"LINESTRING (-122.42776565351107 37.783919790663916, -122.42797570936031 37.78494893459457)"
7968000,LAGUNA,ST,,PINE ST,CALIFORNIA ST,0,,,,,,,,"LINESTRING (-122.42869889283186 37.78857212334939, -122.42889209169199 37.789528795284845)"
7978000,LAGUNA,ST,,UNION ST,FILBERT ST,0,,,,,,,,"LINESTRING (-122.43054574049502 37.79771126773285, -122.43073396835867 37.798643393669984)"
7982000,LAGUNA,ST,,LOMBARD ST,MAGNOLIA ST,0,,,,,,,,"LINESTRING (-122.43110207009215 37.8004642715472, -122.43120586901689 37.80097908551246)"
7987000,LAGUNA,ST,,NORTH POINT ST,MARINA BLVD,0,,,,,,,,"LINESTRING (-122.43186098254023 37.80423966329239, -122.43203590241207 37.80511756323301, -122.43207749739686 37.80519459922973)"
7939000,LAGUNA,ST,,MARKET ST,HERMANN ST,0,,,,,,,,"LINESTRING (-122.42483938347593 37.77074280253454, -122.42512229241963 37.77086360154525)"
7945000,LAGUNA,ST,,LILY ST,OAK ST,0,,,,,,,,"LINESTRING (-122.42578109694298 37.774127364324706, -122.42587528187484 37.774593841293246)"
7963000,LAGUNA,ST,,GEARY BLVD,POST ST,0,,,,,,,,"LINESTRING (-122.42797570936031 37.78494893459457, -122.42813496824013 37.78577954453787)"
7952000,LAGUNA,ST,,GROVE ST,BIRCH ST,0,,,,,,,,"LINESTRING (-122.42643902246729 37.77738325110484, -122.42653446939805 37.777857503072795)"
7958000,LAGUNA,ST,,TURK ST,EDDY ST,0,,,,,,,,"LINESTRING (-122.42718953892275 37.781112182852816, -122.42738317978483 37.7820519947896)"
7986000,LAGUNA,ST,,BAY ST,NORTH POINT ST,0,,,,,,,,"LINESTRING (-122.43166614868294 37.8032617903585, -122.43186098254023 37.80423966329239)"
7983000,LAGUNA,ST,,MAGNOLIA ST,CHESTNUT ST,0,,,,,,,,"LINESTRING (-122.43120586901689 37.80097908551246, -122.43129810094958 37.80143998948133)"
7984000,LAGUNA,ST,,CHESTNUT ST,FRANCISCO ST,0,,,,,,,,"LINESTRING (-122.43129810094958 37.80143998948133, -122.43148447981352 37.80237135041838)"
7985000,LAGUNA,ST,,FRANCISCO ST,BAY ST,0,,,,,,,,"LINESTRING (-122.43148447981352 37.80237135041838, -122.43166614868294 37.8032617903585)"
7981000,LAGUNA,ST,,GREENWICH ST,LOMBARD ST,0,,,,,,,,"LINESTRING (-122.43092190322248 37.79957404160723, -122.43110207009215 37.8004642715472)"
7948000,LAGUNA,ST,,FELL ST,LINDEN ST,0,,,,,,,,"LINESTRING (-122.4260571077404 37.77551960223028, -122.4261541766711 37.77599219919848)"
7949000,LAGUNA,ST,,LINDEN ST,HAYES ST,0,,,,,,,,"LINESTRING (-122.4261541766711 37.77599219919848, -122.42625012860262 37.776459362167046)"
7969000,LAGUNA,ST,,CALIFORNIA ST,SACRAMENTO ST,0,,,,,,,,"LINESTRING (-122.42889209169199 37.789528795284845, -122.42907905055667 37.79045455422236)"
7970000,LAGUNA,ST,,SACRAMENTO ST,CLAY ST,0,,,,,,,,"LINESTRING (-122.42907905055667 37.79045455422236, -122.42925659842803 37.79133369216304)"
7990201,LAGUNA HONDA,BLVD,,PLAZA ST,DEWEY BLVD,35,,,,,,,,"LINESTRING (-122.45961249880854 37.748936732866326, -122.45959771882148 37.74884365287291, -122.45892837199625 37.74819633687729, -122.45880293903365 37.74803517688146, -122.45877272406454 37.74780696089799, -122.45884346307186 37.747652126915874, -122.45913347905967 37.74738371895909, -122.45916115806736 37.747281380969554)"
7990101,LAGUNA HONDA,BLVD,,PLAZA ST,DEWEY BLVD,35,,,,,,,,"LINESTRING (-122.45961249880854 37.748936732866326, -122.4594834488305 37.74891343085885, -122.45884108800257 37.748254158866196, -122.45864890005686 37.74803303087035, -122.45862195109196 37.747764066890525, -122.45869903909941 37.747600411909616, -122.45900387608856 37.747300821956486, -122.45916115806736 37.747281380969554)"
7991101,LAGUNA HONDA,BLVD,,DEWEY BLVD,WOODSIDE AVE,0,,,,,,,,"LINESTRING (-122.45916115806736 37.747281380969554, -122.4590163460921 37.747254291961205, -122.45867804518892 37.74685357196953, -122.45871530019528 37.7467504909807)"
7997101,LAGUNA HONDA,BLVD,,IDORA AVE,ULLOA ST,0,,,,,,,,"LINESTRING (-122.4565118378361 37.744052650041986, -122.45644156685094 37.744015309039945, -122.45630957489439 37.74380935404724, -122.45595564797547 37.74356496604153, -122.45589193499514 37.74347751204405)"
7989101,LAGUNA HONDA,BLVD,,CLARENDON AVE,PLAZA ST,35,,,,,,,,"LINESTRING (-122.46151038422893 37.75149862179406, -122.4614050212513 37.75144129379113, -122.46102656236428 37.75095306980364, -122.46053834455502 37.74993401685184, -122.4603894605983 37.749752114855916, -122.45962570679758 37.74901436586089, -122.45961249880854 37.748936732866326)"
7989201,LAGUNA HONDA,BLVD,,CLARENDON AVE,PLAZA ST,35,,,,,,,,"LINESTRING (-122.46151038422893 37.75149862179406, -122.46149023424401 37.75139403680122, -122.46111750735533 37.75091320781355, -122.46063337954467 37.749900646861526, -122.46047488259096 37.749705285866014, -122.4597175597886 37.74897337587097, -122.45961249880854 37.748936732866326)"
7998101,LAGUNA HONDA,BLVD,,ULLOA ST,PORTOLA DR,0,,,,,,,,"LINESTRING (-122.45589193499514 37.74347751204405, -122.45579058101256 37.74345719203837, -122.45535971211102 37.743162426031176, -122.4552578581399 37.74304372603355)"
7988101,LAGUNA HONDA,BLVD,,NORIEGA ST,CLARENDON AVE,35,,,,,,,,"LINESTRING (-122.46361406953494 37.75478312567751, -122.4635949545438 37.75473153468037, -122.46364214355371 37.75458472369584, -122.46375654858855 37.75413684674102, -122.46375966762585 37.75381014176813, -122.46369827265784 37.75361300377983, -122.46356445871058 37.75332952979336, -122.46332816078313 37.75300709380266, -122.46310110084384 37.75277542780514, -122.46271057393595 37.75248320480066, -122.46240065801298 37.75221730579991, -122.46211141909303 37.751897982805076, -122.46179693016708 37.75166354580141, -122.46157356721244 37.75155979079366, -122.46151038422893 37.75149862179406)"
7992202,LAGUNA HONDA,BLVD,,MERCED AVE,VASQUEZ AVE,0,,,,,,,,"LINESTRING (-122.45868300621318 37.746637654987616, -122.45836366830345 37.746269200994675, -122.45827002732109 37.7462375879904)"
7992201,LAGUNA HONDA,BLVD,,WOODSIDE AVE,MERCED AVE,0,,,,,,,,"LINESTRING (-122.45871530019528 37.7467504909807, -122.45871869420309 37.746678831986834, -122.45868300621318 37.746637654987616)"
7997201,LAGUNA HONDA,BLVD,,IDORA AVE,ULLOA ST,0,,,,,,,,"LINESTRING (-122.4565118378361 37.744052650041986, -122.45651643884317 37.743985552047775, -122.456365259892 37.74375850205547, -122.45602109497081 37.743520854049926, -122.45589193499514 37.74347751204405)"
7998201,LAGUNA HONDA,BLVD,,ULLOA ST,PORTOLA DR,0,,,,,,,,"LINESTRING (-122.45589193499514 37.74347751204405, -122.4558363820128 37.74339610804675, -122.45539478711365 37.74309400503937, -122.4552578581399 37.74304372603355)"
7988201,LAGUNA HONDA,BLVD,,NORIEGA ST,CLARENDON AVE,35,,,,,,,,"LINESTRING (-122.46361406953494 37.75478312567751, -122.463665678533 37.75473363168537, -122.46370960154225 37.75459698169978, -122.46382567457754 37.75414256674558, -122.46382890961628 37.7538036567737, -122.46376446364982 37.753596717786, -122.463627187704 37.75330591179988, -122.46338561477813 37.75297627580936, -122.46315242284048 37.75273835681193, -122.4627597399331 37.75244451980743, -122.46245432800897 37.752182484806696, -122.46216366208947 37.75186158681191, -122.46183859316602 37.751619262808106, -122.46160858821266 37.75151242180013, -122.46151038422893 37.75149862179406)"
7991201,LAGUNA HONDA,BLVD,,DEWEY BLVD,WOODSIDE AVE,0,,,,,,,,"LINESTRING (-122.45916115806736 37.747281380969554, -122.45915762408029 37.747173934978115, -122.45883346817345 37.74678679398635, -122.45871530019528 37.7467504909807)"
7992101,LAGUNA HONDA,BLVD,,WOODSIDE AVE,VASQUEZ AVE,0,,,,,,,,"LINESTRING (-122.45871530019528 37.7467504909807, -122.45863152221102 37.746722682976866, -122.45827471431114 37.746317346984206, -122.45827002732109 37.7462375879904)"
7996000,LAGUNA HONDA,BLVD,,HERNANDEZ AVE,IDORA AVE,0,,,,,,,,"LINESTRING (-122.45683473370119 37.74480264600379, -122.4565118378361 37.744052650041986)"
7995000,LAGUNA HONDA,BLVD,,BALCETA AVE,HERNANDEZ AVE,0,,,,,,,,"LINESTRING (-122.4573811395407 37.74548544898749, -122.45716952858255 37.745396473979405, -122.45695276064876 37.74510416298761, -122.45683473370119 37.74480264600379)"
7994000,LAGUNA HONDA,BLVD,,VASQUEZ AVE,BALCETA AVE,0,,,,,,,,"LINESTRING (-122.45790376342283 37.745830061997225, -122.45754368450618 37.74557409699201, -122.4573811395407 37.74548544898749)"
7993000,LAGUNA HONDA,BLVD,,VASQUEZ AVE,VASQUEZ AVE,0,,,,,,,,"LINESTRING (-122.45827002732109 37.7462375879904, -122.45790376342283 37.745830061997225)"
7999000,LAGUNITAS,DR,,SLOAT BLVD,CRANLEIGH DR,0,,,,,,,,"LINESTRING (-122.47321400843903 37.73458305503842, -122.47316031154703 37.7337174071057)"
8001000,LAGUNITAS,DR,,BEACHMONT DR,OCEAN AVE,0,,,,,,,,"LINESTRING (-122.47395939457796 37.73241840027074, -122.47419312857815 37.73211506231276)"
8000000,LAGUNITAS,DR,,CRANLEIGH DR,BEACHMONT DR,0,,,,,,,,"LINESTRING (-122.47316031154703 37.7337174071057, -122.47315678857734 37.73345999212659, -122.47395939457796 37.73241840027074)"
8005101,LAIDLEY,ST,,FAIRMOUNT ST,MIGUEL ST,0,,,,,,,,"LINESTRING (-122.42809161670128 37.738671374413265, -122.4280329397144 37.738633620412074, -122.42793214975737 37.738392384424586, -122.42814913379785 37.73776181449237, -122.42824291078638 37.73773939550104)"
8007000,LAIDLEY,ST,,MATEO ST,ROANOKE ST,0,,,,,,,,"LINESTRING (-122.4295113536924 37.73691326166159, -122.43077800559894 37.73608505182214)"
8004000,LAIDLEY,ST,,HARPER ST,FAIRMOUNT ST,0,,,,,,,,"LINESTRING (-122.43033634018994 37.74019466645135, -122.42823169464344 37.7389911743971, -122.42809161670128 37.738671374413265)"
8003000,LAIDLEY,ST,,NOE ST,HARPER ST,0,,,,,,,,"LINESTRING (-122.43072806910556 37.740418657461426, -122.43033634018994 37.74019466645135)"
8008000,LAIDLEY,ST,,ROANOKE ST,CASTRO ST,0,,,,,,,,"LINESTRING (-122.43077800559894 37.73608505182214, -122.43244488947515 37.735001494032886)"
8005201,LAIDLEY,ST,,FAIRMOUNT ST,MIGUEL ST,0,,,,,,,,"LINESTRING (-122.42809161670128 37.738671374413265, -122.42809647470744 37.73861183641848, -122.42800139674522 37.738407885428366, -122.42824291078638 37.73773939550104)"
8002101,LAIDLEY,ST,,30TH ST,NOE ST,0,,,,,,,,"LINESTRING (-122.43200412875659 37.74178884444159, -122.43203236776091 37.7417151174497, -122.43147991792547 37.741005423467875, -122.43101755203786 37.74063056246509, -122.4307978220862 37.74049604146014, -122.43072806910556 37.740418657461426)"
8006000,LAIDLEY,ST,,MIGUEL ST,MATEO ST,0,,,,,,,,"LINESTRING (-122.42824291078638 37.73773939550104, -122.4295113536924 37.73691326166159)"
8002201,LAIDLEY,ST,,30TH ST,NOE ST,0,,,,,,,,"LINESTRING (-122.43221135372687 37.741778232457534, -122.43196296179364 37.74152149646058, -122.43153470992118 37.740971348474694, -122.43106359603571 37.74058939547183, -122.43084407008408 37.74045499846689, -122.43072806910556 37.740418657461426)"
8035000,LAKE,ST,,26TH AVE,27TH AVE,0,,,,,,,,"LINESTRING (-122.48621056858246 37.785692188789454, -122.48727313942959 37.785643900871065)"
8032000,LAKE,ST,LAKE,,,15,true,,,,,,,"LINESTRING (-122.48299152204649 37.785829664542845, -122.48406657889086 37.785789589624706)"
8018000,LAKE,ST,,10TH AVE,11TH AVE,0,,,,,,,,"LINESTRING (-122.46896147106395 37.78647764446416, -122.47003052290974 37.78643220554608)"
8017000,LAKE,ST,,09TH AVE,10TH AVE,0,,,,,,,,"LINESTRING (-122.46788523521866 37.786528512381345, -122.46896147106395 37.78647764446416)"
8038000,LAKE,ST,,28TH AVE,29TH AVE,0,,,,,,,,"LINESTRING (-122.4883115893262 37.78520064298331, -122.48847300830782 37.78515151199918, -122.48888476325128 37.78510988603264, -122.48937827418084 37.785083073070936)"
8010000,LAKE,ST,,02ND AVE,03RD AVE,0,,,,,,,,"LINESTRING (-122.46039097629834 37.786860815806286, -122.46145761314494 37.786811122888324)"
8024000,LAKE,ST,,15TH AVE,16TH AVE,0,,,,,,,,"LINESTRING (-122.47436961728557 37.786233076879554, -122.47549068912492 37.786176520966144)"
8011000,LAKE,ST,,03RD AVE,04TH AVE,0,,,,,,,,"LINESTRING (-122.46145761314494 37.786811122888324, -122.46253333199002 37.78676310797089)"
8032000,LAKE,ST,,23RD AVE,24TH AVE,15,true,,,,,,,"LINESTRING (-122.48299152204649 37.785829664542845, -122.48406657889086 37.785789589624706)"
8021000,LAKE,ST,,FUNSTON AVE,PARK PRESIDIO BLVD,0,,,,,,,,"LINESTRING (-122.47217211360227 37.78632855471111, -122.47261256553877 37.78630986474484)"
8013000,LAKE,ST,,05TH AVE,06TH AVE,0,,,,,,,,"LINESTRING (-122.46360471983547 37.78671663805305, -122.46468023768097 37.78666549613585)"
8026000,LAKE,ST,,17TH AVE,18TH AVE,0,,,,,,,,"LINESTRING (-122.47656192497128 37.786123340048825, -122.47763083281751 37.78607485413089)"
8009000,LAKE,ST,,ARGUELLO BLVD,02ND AVE,0,,,,,,,,"LINESTRING (-122.4592663044606 37.78690892872018, -122.46039097629834 37.786860815806286)"
8034000,LAKE,ST,LAKE,,,15,true,,,,,,,"LINESTRING (-122.4851347117372 37.78574106970681, -122.48621056858246 37.785692188789454)"
8025000,LAKE,ST,,16TH AVE,17TH AVE,0,,,,,,,,"LINESTRING (-122.47549068912492 37.786176520966144, -122.47656192497128 37.786123340048825)"
8030000,LAKE,ST,,21ST AVE,22ND AVE,0,,,,,,,,"LINESTRING (-122.48084687435477 37.78592902237793, -122.48191597820104 37.785879498460126)"
8016000,LAKE,ST,,08TH AVE,09TH AVE,0,,,,,,,,"LINESTRING (-122.46681711137397 37.78656319330042, -122.46693542435547 37.786570830308456, -122.46788523521866 37.786528512381345)"
8039000,LAKE,ST,,29TH AVE,30TH AVE,0,,,,,,,,"LINESTRING (-122.48937827418084 37.785083073070936, -122.48991183310179 37.78507891911028, -122.49046126401579 37.78511380414754)"
8015000,LAKE,ST,,07TH AVE,08TH AVE,0,,,,,,,,"LINESTRING (-122.46574711652671 37.78662238621738, -122.46590830550491 37.7866035432307, -122.46681711137397 37.78656319330042)"
8040201,LAKE,ST,,30TH AVE,EL CAMINO DEL MAR,0,,,,,,,,"LINESTRING (-122.49046126401579 37.78511380414754, -122.49055985699124 37.78519909814781, -122.49095613192912 37.785225203174576, -122.49138842285598 37.78529995920005, -122.49162938180993 37.785387180210506, -122.49183027776274 37.78553584821302, -122.49191508573493 37.785666584208506, -122.49197624268893 37.78598428218694, -122.49200621864816 37.78629694016349, -122.49206709162986 37.786376766161375)"
8029000,LAKE,ST,,20TH AVE,21ST AVE,0,,,,,,,,"LINESTRING (-122.47977245250935 37.78597767729542, -122.48084687435477 37.78592902237793)"
8019000,LAKE,ST,,11TH AVE,12TH AVE,0,,,,,,,,"LINESTRING (-122.47003052290974 37.78643220554608, -122.47110137975578 37.78638230262847)"
8040101,LAKE,ST,,30TH AVE,EL CAMINO DEL MAR,0,,,,,,,,"LINESTRING (-122.49046126401579 37.78511380414754, -122.49058070200073 37.78509024015821, -122.49098114093789 37.785117098185296, -122.4914391198603 37.78519757021216, -122.49171554380712 37.785300742223924, -122.49194782575202 37.78547705922645, -122.49205020871774 37.78564112422047, -122.49211406366956 37.785973875197854, -122.492144611627 37.7863018671732, -122.49206709162986 37.786376766161375)"
